word,pos,dfns
empty,adjective,containing nothing: not occupied or inhabited: frequented: not pregnant: null
empty,verb,"to make empty : remove the contents of: deprive, divest: to discharge (itself) of contents: to fire (a repeating forearm) until empty"
empty,noun,something (such as a bottle or can) that is empty
enable,verb,"to provide with the means or opportunity: to make possible, practical, or easy: to cause to operate"
encounter,verb,to meet as an adversary or enemy: to engage in conflict with
encounter,noun,a meeting between hostile factions or persons : a sudden often violent clash
encourage,verb,"to inspire with courage, spirit, or hope : hearted: to attempt to persuade : urge"
end,noun,the part of an area that lies at the boundary: a point that marks the extent of something: the point where something ceases to exist: the extreme or last part lengthwise : tip: the terminal unit of something spatial that is marked off by units: a player stationed at the extremity of a line or team (as in football)
end,verb,to bring to an end: destroy
end,adjective,"final, ultimate"
ending,noun,something that constitutes an end: such as: conclusion: one or more letters or syllables added to a word base especially in infection
enemy,noun,one that is antagonistic to another
energy,noun,dynamic quality: the capacity of acting or being active: a usually positive spiritual force
engage,verb,"to offer (something, such as one's life or word) as backing to a cause or aim : to expose to risk for the attainment or support of some end"
engaged,adjective,"involved in activity : occupied, busy"
engine,noun,a machine for converting any of various forms of energy into mechanical force and motion
engine,verb,to equip with engines
engineer,noun,a member of a military group devoted to engineering work
engineer,verb,"to lay out, construct, or manage as an engineer"
engineering,noun,the activities or function of an engineer
enhance,verb,"height, increase"
enjoy,verb,to have a good time
enormous,adjective,"marked by extraordinarily great size, number, or degree"
enough,adjective,"occurring in such quantity, quality, or scope as to fully meet demands, needs, or expectations"
enough,adverb,in or to a degree or quantity that satisfies or that is sufficient or necessary for satisfaction : sufficiently
enough,pronoun,"a sufficient number, quantity, or amount"
ensure,verb,"to make sure, certain, or safe : guarantee"
enter,verb,to go or come in
entertain,verb,to show hospitality to
entertainment,noun,amusement or diversion provided especially by performer: something diverting or engaging: such as: a public performance: a usually light comic or adventure novel
enthusiasm,noun,strong excitement of feeling : ardor: something inspiring zeal or fervor
enthusiastic,adjective,filled with or marked by enthusiasm
entire,adjective,having no element or part left out : whole
entire,noun,stallion
entirely,adverb,to the full or entire extent : completely
entrance,noun,power or permission to enter : admission
entrance,verb,to put into a trance
entry,noun,the right or privilege of entering : entree
environment,noun,"the circumstances, objects, or conditions by which one is surrounded"
